,timestamp,sex,age,first language,Ptáci [Kur domácí (slepice)],Ptáci [Vrána],Ptáci [Holubice],Ptáci [Kachna],Ptáci [Plameňák],Ptáci [Racek],Ptáci [Jestřáb],Ptáci [Kiwi],Ptáci [Skřivan],Ptáci [Pštros],Ptáci [Andulka],Ptáci [Tučňák],Ptáci [Bažant],Ptáci [Nandu],Ptáci [Zoboun],Ptáci [Chaluha],Ptáci [Vrabec],Ptáci [Labuť],Ptáci [Sup],Ptáci [Střízlík],Savci [Hrabáč],Savci [Antilopa],Savci [Medvěd],Savci [Kanec],Savci [Buvol],Savci [Tur domácí (kráva)],Savci [Morče],Savci [Gepard],Savci [Jelen],Savci [Delfín],Savci [Slon],Savci [Kaloň],Savci [Žirafa],Savci [Koza],Savci [Gorila],Savci [Křeček],Savci [Zajíc],Savci [Leopard],Savci [Lev],Savci [Rys],Savci [Norek],Savci [Krtek],Savci [Mangusta],Savci [Vačice],Savci [Přímorožec],Savci [Ptakopysk],Savci [Tchoř],Savci [Poník],Savci [Sviňucha],Savci [Puma],Savci [Kočka],Savci [Mýval],Savci [Sob],Savci [Tuleň],Savci [Lachtan],Savci [Veverka],Savci [Upír],Savci [Hraboš],Savci [Klokan],Savci [Vlk],Ryby [Okoun],Ryby [Kapr],Ryby [Sumec],Ryby [Tloušť],Ryby [Ostroun],Ryby [Treska],Ryby [Sleď],Ryby [Štika],Ryby [Piraňa],Ryby [Mořský koník],Ryby [Jazyk],Ryby [Rejnok],Ryby [Tuňák]
77,8.2.2021 13:36:51,man,20,CS,3,5,5,3,3,4,4,2,5,2,5,2,3,2,,,5,3,5,,,3,5,5,4,5,4,4,5,2,4,,3,5,5,5,4,4,4,4,,3,1,4,,1,4,4,,4,5,4,4,2,4,4,1,5,2,5,5,5,5,,4,5,5,5,4,1,,2,5
78,8.2.2021 16:56:43,man,20,CS,5,5,5,5,4,5,5,3,4,3,4,3,4,,,,5,4,4,,,3,5,4,2,5,5,4,4,3,4,,3,5,5,5,5,4,5,5,2,3,,,,1,3,5,,3,5,3,3,3,3,5,,3,4,5,5,5,4,4,3,5,5,5,2,1,,3,5
79,8.2.2021 21:50:59,woman,30,CS,3,5,4,4,2,5,3,1,4,2,3,1,3,1,,3,5,4,2,5,2,3,4,4,3,4,5,4,4,2,4,2,4,5,3,5,4,3,5,4,3,3,,1,3,1,4,3,1,4,5,3,3,1,2,5,1,5,2,5,5,5,4,4,,5,5,5,4,1,,1,4
80,8.2.2021 22:33:25,man,20,SK,1,5,4,5,5,4,5,2,,3,5,2,2,2,,,5,5,4,,1,5,5,,3,3,1,4,5,1,5,,5,5,4,2,4,4,5,5,3,1,,3,,1,2,2,4,3,4,2,4,1,2,2,5,1,5,5,,5,5,4,,5,5,5,5,3,,,5
81,18.2.2021 21:13:46,woman,21,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,3,,,5,5,5,,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,5,2,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,,5,5
82,20.2.2021 11:28:06,man,48,SK,5,5,5,5,4,5,5,5,5,5,5,1,5,2,3,2,5,5,3,5,3,4,5,4,3,5,5,3,5,3,2,2,3,3,5,5,5,5,5,5,4,4,3,5,3,1,5,4,2,5,5,5,4,3,3,5,3,5,4,5,5,5,5,3,2,5,5,5,5,1,3,1,5
83,4.2.2021 13:53:48,woman,26,CS,3,5,5,5,5,5,5,2,5,3,5,2,4,3,,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,,4,5,2,4,5,4,5,5,5,5,4,5,5,3,5,3,5,5,5,5,5,,5,5,5,4,1,2,1,5
84,4.2.2021 13:54:10,woman,23,CS,3,5,5,4,3,4,4,2,5,3,4,1,3,3,,3,5,3,3,5,2,4,5,4,4,4,4,4,4,1,2,1,2,5,3,4,5,4,4,4,5,3,2,2,3,1,5,4,,4,5,4,4,1,1,3,1,4,2,5,5,5,4,,,4,5,5,4,1,,2,3
85,4.2.2021 14:07:39,man,43,SK,4,4,4,4,4,4,4,,4,4,4,4,4,,,,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,5,,5,,4,3,,4,3,5,5,5
86,4.2.2021 14:15:12,woman,19,CS,5,5,5,5,4,4,5,3,5,3,5,3,4,,,,5,4,4,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,2,5,,3,5,5,,5,5,5,5,2,3,5,4,5,5,5,5,5,5,,4,5,5,5,4,3,,3,5
87,4.2.2021 14:35:31,woman,22,CS,2,2,3,1,4,2,1,3,3,3,2,2,2,1,,,3,2,3,,2,2,4,3,2,2,2,3,1,3,3,2,4,2,4,3,2,3,4,3,2,4,,3,,3,2,1,,2,3,2,2,1,2,4,,2,4,2,2,4,4,,,2,3,3,4,4,,4,1
88,4.2.2021 16:12:19,woman,25,CS,4,,5,4,4,4,5,3,5,4,4,2,4,,2,1,,5,4,3,2,5,5,5,5,5,4,5,5,3,5,2,5,5,5,4,5,5,5,4,3,2,,4,4,2,4,5,2,5,5,5,5,4,4,4,,3,4,5,5,5,5,,,5,5,5,4,1,,5,5
89,4.2.2021 16:25:03,man,28,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
90,4.2.2021 16:26:51,man,21,SK,1,4,5,2,3,2,3,1,4,4,2,3,3,1,3,2,4,5,,3,3,3,5,5,4,5,3,,5,3,4,2,3,5,4,3,5,4,4,4,3,4,1,2,1,3,5,2,2,3,5,4,3,4,3,5,1,4,2,4,4,5,4,1,2,2,3,3,2,1,1,3,5
91,4.2.2021 16:43:56,woman,23,SK,5,3,5,5,1,3,3,1,,2,3,1,3,,,,5,3,1,,,1,2,3,1,5,3,1,3,1,1,1,1,3,1,3,4,1,1,1,1,2,1,1,,1,1,3,1,1,5,1,1,1,1,3,,1,1,1,,5,3,,,3,3,3,1,1,,,3
92,4.2.2021 20:36:41,woman,26,CS,5,5,4,5,5,5,2,2,4,4,5,3,5,4,,,5,5,4,2,,4,4,2,2,5,4,2,4,4,4,2,4,5,4,4,5,4,5,3,2,4,,1,1,1,2,5,1,3,5,2,4,3,3,3,1,5,2,3,2,5,4,2,,4,4,4,2,3,,3,5
93,5.2.2021 4:55:15,woman,38,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,5,,5,5,5,,5,5,5,5,5,5,5,,5,,5,5,5,5,5,5,5,5,5,5,1,,1,5
94,5.2.2021 9:02:37,woman,22,CS,4,4,5,4,4,5,5,2,5,4,5,3,5,3,2,1,5,5,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,2,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,2,1,2,4
95,5.2.2021 10:17:43,woman,25,CS,5,5,5,5,5,5,4,3,5,5,4,4,5,4,,1,5,5,4,,5,5,5,5,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,5,2,5,5,3,5,5,5,5,5,4,5,2,5,5,5,5,5,5,,,5,3,5,5,1,,4,5
96,5.2.2021 12:20:09,woman,29,CS,3,5,5,4,4,5,2,2,5,3,5,2,4,,,,5,4,4,5,2,2,5,4,4,5,2,4,2,2,4,1,3,5,5,2,3,4,4,4,2,1,2,2,,1,2,4,2,4,5,3,2,1,2,3,1,3,1,5,5,5,5,,,5,4,5,4,1,,3,5
97,5.2.2021 15:40:54,woman,23,CS,5,5,5,4,3,2,2,2,3,3,4,2,3,2,,,5,4,2,1,1,3,3,3,3,5,2,2,3,4,2,1,2,4,5,2,5,2,2,2,1,2,1,5,,1,2,4,1,2,5,3,2,2,1,4,,3,4,4,4,5,5,2,,5,2,5,3,1,,3,5
98,5.2.2021 22:17:31,woman,23,CS,5,5,5,5,4,5,5,4,5,4,5,4,5,,,5,5,5,4,5,5,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,5,3,,5,5,2,5,5,2,5,5,5,5,3,3,5,4,5,4,5,5,5,3,5,,5,5,5,5,2,,2,5
99,6.2.2021 10:07:48,woman,30,CS,5,5,5,5,4,5,5,3,4,4,3,4,4,2,3,2,5,4,2,3,2,3,5,5,5,5,4,5,4,3,5,2,4,4,4,4,5,5,5,5,4,3,2,5,2,3,4,5,2,5,5,5,5,2,4,3,3,4,5,5,5,5,4,2,3,5,5,5,5,2,2,1,5
100,6.2.2021 14:10:33,man,51,CS,2,4,5,4,5,5,5,1,5,1,4,1,,1,,,5,3,5,4,,1,5,4,3,4,1,2,3,2,3,,2,4,5,1,3,2,4,3,1,1,,1,,1,2,3,,2,4,1,3,1,1,1,,2,2,4,5,5,5,3,,5,5,5,5,1,2,1,4
101,8.2.2021 1:39:15,woman,22,CS,4,5,5,5,5,5,5,4,4,5,5,5,5,,,,3,3,5,,2,4,5,4,1,5,3,5,5,1,2,1,1,5,5,2,5,4,5,5,2,3,,3,,2,2,5,,5,5,3,3,2,2,4,1,2,3,4,4,4,4,,,4,,4,3,1,,1,4
102,8.2.2021 8:40:53,woman,21,CS,4,5,5,4,4,5,4,2,4,4,5,3,4,2,,,5,4,3,,,4,5,3,3,5,2,4,3,3,3,,3,5,5,2,4,3,4,3,1,2,,1,,1,4,4,,3,5,3,3,2,2,1,1,1,3,4,4,5,5,,,4,4,5,5,4,,4,4
103,8.2.2021 8:43:50,woman,31,CS,5,5,4,5,5,5,5,4,5,5,5,5,5,4,2,3,5,5,5,3,3,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,5,3,4,4,5,5,5,3,5,5,5,5,5,5,5,3,4,5,5,5,5,5,3,3,5,5,5,5,5,2,5,5
104,8.2.2021 8:47:01,woman,25,CS,5,5,4,5,5,5,4,4,4,5,4,5,5,2,2,1,5,5,4,4,2,4,5,5,4,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,4,5,3,4,1,4,5,5,2,5,5,5,5,4,4,5,3,4,5,5,5,5,5,1,1,5,4,5,5,5,1,4,5
105,8.2.2021 8:56:19,woman,21,CS,5,5,5,5,3,5,5,2,5,3,5,1,5,,,,5,4,3,,,4,4,3,4,5,3,4,3,4,4,3,4,4,5,5,4,4,4,5,3,3,,3,,2,3,4,4,4,5,4,4,3,3,4,,4,2,5,5,5,5,,,5,5,5,5,2,,2,5
106,8.2.2021 8:58:20,woman,28,CS,3,5,5,3,3,5,5,3,5,1,5,2,3,2,,,5,2,4,5,3,4,4,2,4,5,5,4,3,1,3,,5,5,5,3,4,5,4,5,3,2,3,2,,2,3,4,,4,5,5,5,3,3,4,2,3,2,4,5,5,5,,,3,5,5,5,2,,3,3
107,8.2.2021 8:59:41,woman,28,CS,5,5,1,5,4,4,3,2,2,3,5,4,5,2,1,1,4,5,4,3,1,3,5,4,3,5,5,3,5,4,3,1,3,5,4,5,5,1,4,3,1,5,1,1,1,2,3,5,1,3,5,3,3,3,3,5,1,3,3,4,5,5,4,1,1,5,3,5,3,3,1,3,4
108,8.2.2021 9:00:55,woman,25,CS,2,4,4,3,3,4,4,1,4,1,4,2,2,1,,1,3,4,3,4,3,4,5,4,3,5,5,5,5,2,5,2,5,4,5,4,4,5,5,5,4,5,2,3,2,3,4,5,1,5,5,5,3,2,2,5,2,3,5,5,5,5,4,,,5,3,5,5,2,,2,3
109,8.2.2021 9:03:19,woman,19,CS,4,4,5,4,3,4,3,1,5,2,3,1,2,1,,2,5,4,2,3,2,3,5,3,4,5,4,2,3,3,3,1,3,3,2,4,5,3,4,3,3,3,4,4,4,2,4,4,2,3,5,4,3,2,3,4,1,4,3,5,4,5,4,2,3,5,3,4,3,2,,2,4
110,8.2.2021 9:12:46,woman,25,CS,5,5,5,5,3,4,4,1,5,4,3,3,3,1,2,,5,5,3,2,,5,5,5,3,5,4,5,5,3,5,2,5,5,5,4,5,5,5,5,3,1,,3,,2,4,4,,4,5,3,4,2,2,5,2,3,5,5,5,5,5,3,,5,5,5,5,2,,4,5
111,8.2.2021 9:13:09,woman,21,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,3,4,5,4,4,5,4,5,4,5,5,3,5,3,5,3,4,5,5,5,3,3,4,5,2,3,3,5,4,5,5,3,3,4,4,4,2,3,5,5,5,5,4,4,4,5,5,5,5,5,2,5,5
112,8.2.2021 9:14:27,woman,21,CS,4,5,5,4,3,4,4,1,5,2,5,2,3,2,,,5,4,3,,,3,5,5,4,5,3,4,4,1,3,2,3,4,5,4,4,4,4,4,3,3,,2,3,1,3,4,,4,5,3,3,1,2,4,,4,2,5,4,5,4,,,5,3,5,5,1,2,2,5
113,8.2.2021 9:14:59,woman,25,CS,5,5,,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,,,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,,5,,,,5,5,5,,5,5,5,5,5,5,,5,5,5,5,5,5,5,,,,,,5,5,,5,5
114,8.2.2021 9:16:29,woman,28,CS,5,5,5,5,4,5,4,1,5,3,5,4,4,2,2,1,5,5,5,2,3,5,5,5,4,5,5,5,5,4,5,3,5,5,5,5,5,5,,5,5,5,3,4,4,1,5,5,2,5,5,5,5,4,4,5,2,4,5,5,5,5,5,3,5,5,4,5,4,2,1,2,5
115,8.2.2021 9:50:23,woman,17,CS,4,3,3,4,3,3,2,3,2,3,3,3,4,3,2,1,4,4,2,2,2,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,4,4,3,2,4,2,2,2,2,3,4,2,4,4,3,4,4,4,4,1,2,4,4,4,4,4,1,1,4,4,4,4,3,1,2,4
116,8.2.2021 9:56:52,woman,22,CS,3,5,5,4,3,3,2,2,4,3,5,3,1,1,,,5,3,1,1,,3,5,3,3,5,5,4,5,3,3,1,4,4,5,5,5,3,5,2,1,3,,2,,1,3,3,,3,5,3,4,3,4,5,,5,4,3,5,5,5,,,5,5,5,5,,,4,5
117,8.2.2021 10:10:30,woman,23,CS,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,5,5,5,3,1,5,5,5,5,5,2,5,5
118,8.2.2021 10:11:00,woman,20,CS,4,5,5,5,4,5,5,3,5,2,5,3,5,4,5,2,5,5,5,5,3,4,5,5,3,5,5,5,5,1,4,2,5,5,5,5,5,5,5,5,5,2,2,5,4,2,5,5,3,5,5,4,5,3,2,5,3,5,4,5,5,5,5,5,3,5,5,5,4,2,3,3,3
119,8.2.2021 10:18:36,woman,23,CS,5,3,4,4,3,3,3,1,4,2,4,2,4,1,1,1,5,3,3,3,1,3,5,4,3,5,5,5,5,3,3,1,3,5,5,5,5,5,5,5,3,4,1,3,1,2,3,5,1,3,5,3,4,3,2,5,2,5,2,5,5,5,5,3,2,5,4,5,5,2,1,1,5
120,8.2.2021 11:07:37,woman,21,CS,4,5,5,4,3,4,4,1,5,2,5,2,3,2,,,5,4,3,,,3,5,5,4,5,3,4,4,1,3,2,3,4,5,4,4,4,4,4,3,3,,2,3,1,3,4,,4,5,3,3,1,2,4,,4,2,5,4,5,4,,,5,3,5,5,1,2,2,5
121,8.2.2021 11:12:11,woman,22,CS,3,3,4,3,1,4,2,1,2,1,3,2,3,1,1,1,4,4,1,2,1,3,3,3,2,4,2,3,4,3,4,2,3,4,4,2,4,2,3,3,1,2,1,1,1,2,2,2,1,3,4,2,2,3,3,3,1,2,3,4,2,4,3,1,2,3,3,3,3,2,1,2,4
122,8.2.2021 11:15:55,woman,21,CS,4,5,5,5,4,5,4,4,4,4,4,4,4,4,,,5,5,4,,4,3,4,2,4,5,4,5,4,4,4,3,4,4,5,4,3,4,4,4,4,4,4,4,,2,4,4,,4,5,4,4,4,4,4,3,4,4,5,4,5,4,,,,3,5,4,1,4,4,3
123,8.2.2021 11:16:20,woman,24,CS,4,5,5,5,3,5,5,4,5,3,5,4,5,3,,1,5,4,4,,4,5,5,5,5,5,5,5,5,2,5,2,5,5,5,4,5,5,5,5,5,4,,4,,3,3,5,2,5,5,5,5,3,2,5,1,4,5,5,5,5,5,,5,4,3,5,5,2,,2,3
124,8.2.2021 11:18:14,woman,27,CS,5,5,5,5,5,5,4,2,5,5,5,3,5,2,2,1,5,5,4,2,1,3,3,3,3,5,3,3,3,5,5,1,4,5,4,3,3,3,4,3,2,1,1,2,1,1,3,3,1,3,5,1,4,3,3,3,1,2,4,2,5,5,5,1,2,5,4,5,5,2,1,3,5
125,8.2.2021 11:24:41,woman,22,CS,4,5,4,4,2,4,3,1,3,4,4,2,3,1,1,1,5,3,4,2,,3,4,5,3,5,3,3,4,2,4,,4,5,3,4,5,2,5,3,1,3,,1,,1,1,4,,3,5,2,2,1,1,4,1,2,4,3,2,5,5,,,4,3,5,2,1,,2,3
126,8.2.2021 11:28:26,woman,28,CS,3,4,5,4,3,5,5,3,3,2,4,2,3,2,2,,5,4,4,3,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,1,5,5,5,5,5,5,5,1,5,4,5,5,5,5,,,5,5,5,5,1,2,4,5
127,8.2.2021 11:33:41,woman,21,CS,5,5,5,4,3,4,4,2,5,2,4,2,5,2,2,2,5,4,4,5,5,5,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,3,2,4,2,5,5,4,5,5,5,5,4,4,5,3,5,3,5,5,5,5,3,4,5,4,5,4,3,2,1,5
128,8.2.2021 11:34:02,woman,29,CS,4,5,5,5,5,5,5,4,5,5,5,3,5,2,,,5,5,4,5,4,5,5,5,5,5,5,5,5,2,5,3,5,5,5,5,5,5,5,5,4,5,3,4,,1,5,5,1,5,5,5,5,2,1,5,,5,5,5,5,5,5,5,,5,5,5,5,2,,5,5
129,8.2.2021 11:35:11,woman,20,SK,5,5,5,5,5,5,5,5,,5,5,1,5,5,,1,5,5,5,,,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,,5,,2,5,5,,5,5,5,5,5,5,5,1,5,5,5,5,5,5,,,5,5,5,5,2,1,,5
130,8.2.2021 11:39:31,woman,21,CS,3,5,4,5,4,4,4,3,4,5,5,4,5,,,,5,5,4,2,,4,5,4,4,3,5,4,5,4,5,2,5,5,4,5,4,5,5,4,3,1,,3,,2,3,4,,4,5,4,4,3,2,5,,2,4,5,3,5,5,,,4,3,5,4,2,,3,3
131,8.2.2021 11:42:12,woman,21,CS,5,5,5,5,5,3,3,2,3,5,4,5,5,1,1,1,5,5,2,2,1,4,5,4,3,5,3,4,5,5,5,1,5,5,5,5,5,2,5,4,3,4,1,2,1,3,3,2,2,3,5,2,4,3,4,5,2,2,5,5,4,5,5,1,2,5,3,5,5,5,1,5,5
132,8.2.2021 11:45:18,man,26,CS,4,5,5,3,2,4,4,3,3,2,3,2,2,2,2,2,5,3,3,2,3,3,3,3,3,4,3,3,3,2,5,3,3,4,3,3,4,4,4,3,3,3,2,3,2,2,3,4,2,4,4,3,3,3,3,3,2,3,3,3,3,5,5,2,4,4,3,4,4,1,2,3,4
133,8.2.2021 11:50:07,man,30,CS,5,5,5,5,5,5,5,3,5,4,5,3,5,,,,5,5,5,5,5,5,5,5,5,5,5,,5,4,5,,5,5,5,5,5,5,5,5,5,5,,5,,3,5,5,,5,5,5,5,,5,,5,5,5,,5,5,5,,5,5,5,5,5,2,,4,5
134,8.2.2021 11:50:22,man,20,CS,5,5,5,5,5,5,5,5,5,5,5,4,5,4,,5,5,5,5,,5,5,5,5,5,5,5,5,4,3,5,5,5,5,4,5,5,5,5,5,5,5,4,5,5,2,5,5,3,5,5,5,4,5,4,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,3,5,5
135,8.2.2021 11:52:46,woman,20,CS,2,5,2,5,3,3,3,1,5,3,5,3,5,1,1,1,5,5,2,2,2,2,5,2,2,5,5,3,5,3,5,2,2,3,5,5,5,3,5,3,2,3,1,2,1,3,2,2,2,2,5,2,2,2,2,5,2,2,2,3,5,5,4,1,1,3,2,5,2,2,1,3,2
136,8.2.2021 11:55:35,man,21,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5
137,8.2.2021 12:01:48,woman,52,CS,4,5,5,4,5,5,5,1,5,4,5,4,5,3,,,5,5,5,5,,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,5,4,,5,5,3,5,5,2,5,5,5,5,2,3,5,,5,5,5,5,5,5,5,,5,5,5,5,2,5,5,5
138,8.2.2021 12:38:42,woman,23,CS,4,5,4,5,3,3,5,3,5,2,5,3,3,2,1,1,5,3,4,1,,5,5,2,3,5,3,4,4,1,5,,4,2,5,3,5,3,4,3,2,3,,3,,4,3,4,3,3,3,3,2,2,4,3,1,2,4,,5,5,4,,,4,4,5,2,1,,3,5
139,8.2.2021 12:49:29,man,41,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,5,5,5,1,5
140,8.2.2021 12:50:15,woman,20,CS,4,5,3,5,4,5,1,1,2,3,4,3,5,2,1,1,4,4,5,1,,1,4,1,2,4,2,5,3,5,4,1,4,5,5,1,5,1,4,4,1,1,1,1,,3,2,5,,5,5,1,3,1,1,1,1,1,2,5,5,5,5,,,5,5,5,5,1,,2,5
141,8.2.2021 13:12:56,woman,24,CS,5,5,5,5,3,5,5,2,5,2,5,3,4,,,3,5,4,4,,,5,5,5,5,5,5,5,5,3,5,4,5,5,5,5,5,5,5,5,,3,,5,,3,5,5,,5,5,5,5,4,4,5,,5,5,5,5,5,5,,,5,5,5,5,3,,4,5
142,8.2.2021 13:15:04,man,21,CS,5,5,5,3,2,4,3,3,4,2,4,2,3,,,1,4,3,3,,,3,4,4,3,4,3,3,4,2,5,,3,4,5,,4,3,4,3,,2,,3,,2,2,3,,3,4,2,4,2,2,3,2,3,3,4,5,5,4,,,4,,4,3,2,,2,4
143,8.2.2021 13:20:28,woman,21,CS,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,1,5,5,1,5,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,1,5
144,8.2.2021 13:25:18,woman,24,SK,5,5,5,5,5,5,5,,4,5,5,3,5,3,2,,5,5,5,,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,2,5,2,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,,5,5,5,5,5,5,,5,5
145,8.2.2021 13:25:58,woman,21,CS,5,4,5,4,3,5,5,3,5,4,5,3,5,3,3,1,5,4,4,5,,3,5,3,3,5,4,4,4,3,3,3,4,5,5,4,4,4,5,4,3,2,2,3,,3,3,4,2,4,5,3,3,3,3,4,2,3,3,4,4,5,5,,,5,4,5,3,3,,3,5
146,8.2.2021 13:27:34,woman,28,CS,5,5,5,4,1,1,5,3,3,4,3,2,3,,,1,4,4,1,2,1,4,3,4,2,3,5,4,4,2,3,,1,4,2,4,4,1,1,4,3,5,1,3,,3,3,5,,3,5,3,3,2,1,3,1,3,1,4,1,4,4,2,2,,2,4,1,2,,2,2
147,8.2.2021 13:28:12,woman,27,CS,4,5,5,5,2,4,3,2,4,2,4,3,2,2,,,5,3,3,,,4,4,4,2,5,4,3,5,4,4,,3,5,5,5,3,3,5,4,4,3,,4,,2,3,3,,3,5,4,2,2,4,5,,3,5,4,5,5,4,3,,5,3,5,3,2,,4,5
148,8.2.2021 13:33:54,woman,26,CS,4,5,5,4,4,5,5,5,5,4,4,4,4,,,,5,4,5,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,,,5,5,5,5,3,,4,5
149,8.2.2021 13:50:55,woman,26,CS,3,5,5,5,4,5,5,3,5,3,4,1,4,,,,5,5,4,4,,3,5,4,4,5,4,4,4,1,5,,3,5,4,5,5,5,5,4,4,2,,4,,2,3,5,,4,5,2,4,2,2,5,,4,4,4,5,5,5,,,5,4,5,5,4,,5,5
150,8.2.2021 14:27:10,woman,20,CS,,5,2,4,3,4,3,1,4,2,4,3,3,1,1,1,5,4,4,2,1,3,3,2,2,3,3,3,2,3,2,1,2,4,5,3,5,4,4,3,3,2,1,1,1,1,4,3,1,3,5,4,2,2,3,3,1,3,1,5,5,5,4,2,2,4,4,5,3,1,1,1,5
151,8.2.2021 14:44:31,woman,20,CS,5,5,5,5,3,5,4,2,5,3,4,3,3,,,1,5,4,4,3,2,5,5,4,4,5,3,4,5,5,4,,5,4,4,5,5,4,4,4,4,5,,4,,2,3,4,3,4,5,5,4,3,3,5,1,5,5,3,5,5,5,1,3,3,4,5,4,4,1,4,4
152,8.2.2021 15:19:53,woman,22,CS,4,5,5,5,4,5,5,1,5,4,5,3,4,2,3,2,5,4,2,5,2,4,4,3,4,4,5,4,4,5,5,2,3,5,5,5,5,4,4,4,4,3,2,4,3,2,3,5,1,4,5,3,3,2,2,5,1,4,3,5,5,5,5,3,3,5,5,5,5,2,1,3,5
153,8.2.2021 15:25:29,woman,21,CS,4,4,5,4,3,5,5,2,5,3,4,3,4,,,,5,4,4,4,,2,4,4,2,5,3,4,3,5,5,,4,3,5,4,2,2,3,3,3,4,1,5,,1,3,4,,3,5,3,3,5,5,2,5,3,4,5,4,5,5,,,4,4,4,3,4,,5,5
154,8.2.2021 15:49:33,woman,20,CS,4,5,5,3,2,4,4,2,5,3,5,1,3,2,,1,5,4,3,2,1,3,5,2,2,4,4,5,5,2,5,2,4,4,3,3,4,4,5,3,3,2,1,4,2,1,2,4,1,5,5,2,4,1,2,5,1,3,4,5,5,5,5,,,4,2,5,3,1,,2,5
155,8.2.2021 16:37:50,woman,27,CS,3,3,3,3,2,3,2,2,3,3,2,3,3,1,1,1,3,3,2,2,1,2,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,2,3,2,2,3,1,2,1,2,2,3,2,2,3,3,2,3,3,3,1,2,3,3,4,5,5,2,3,5,5,5,4,3,2,3,4
156,8.2.2021 16:46:57,woman,26,SK,4,5,4,5,1,4,4,1,4,3,2,1,3,1,,,5,4,2,,2,4,5,4,3,5,3,4,5,4,5,,4,4,3,3,5,4,4,3,,2,,2,,1,3,4,2,4,5,3,4,1,3,4,1,4,2,4,4,5,3,,,2,2,3,4,1,,2,5
157,8.2.2021 17:03:02,woman,20,CS,5,5,5,5,4,5,5,2,5,2,5,2,5,2,3,3,5,5,4,4,3,5,5,5,5,5,5,5,5,3,4,3,4,5,5,5,5,5,5,5,4,4,4,4,5,1,5,5,2,5,5,5,5,3,2,5,3,5,4,5,5,5,3,5,4,5,5,5,4,1,2,2,5
